MajorName,Concentration,Freshman,Sophomore,Junior,Senior,NdegUgrad,TotalUgrad,Grad1,Grad2,NdegGrad,TotalGrad,Professional,TotalStudents
Dance, ,       16,       11,       11,       15,        0,       53,        0,        0,        0,        0,        0,       53
Dance, ,        0,        0,        0,        0,        0,        0,       13,        0,        0,       13,        0,       13
Theatre,Stage Management,        3,        3,        3,        6,        0,       15,        0,        0,        0,        0,        0,       15
Theatre,Theatre Studies,        5,        4,        9,       11,        0,       29,        0,        0,        0,        0,        0,       29
Theatre,Acting,       15,       16,       17,       19,        0,       67,        0,        0,        0,        0,        0,       67
Theatre,Costume Design and Technology,        0,        1,        2,        1,        0,        4,        0,        0,        0,        0,        0,        4
Theatre,Scenic Technology,        2,        1,        0,        0,        0,        3,        0,        0,        0,        0,        0,        3
Theatre,Lighting Design and Technology,        2,        2,        1,        6,        0,       11,        0,        0,        0,        0,        0,       11
Theatre,Sound Design and Technology,        0,        2,        4,        3,        0,        9,        0,        0,        0,        0,        0,        9
Theatre,Scenic Design,        0,        1,        0,        1,        0,        2,        0,        0,        0,        0,        0,        2
